time,root_pos_x,root_pos_y,root_pos_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,root_lin_vel_x,root_lin_vel_y,root_lin_vel_z,root_ang_vel_x,root_ang_vel_y,root_ang_vel_z,lumbar_yaw_joint,lumbar_roll_joint,lumbar_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_pitch_joint,left_elbow_yaw_joint,left_wrist_pitch_joint,left_wrist_roll_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_pitch_joint,right_elbow_yaw_joint,right_wrist_pitch_joint,right_wrist_roll_joint,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_pitch_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_pitch_joint,right_ankle_pitch_joint,right_ankle_roll_joint,lumbar_yaw_vel,lumbar_roll_vel,lumbar_pitch_vel,left_shoulder_pitch_vel,left_shoulder_roll_vel,left_shoulder_yaw_vel,left_elbow_pitch_vel,left_elbow_yaw_vel,left_wrist_pitch_vel,left_wrist_roll_vel,right_shoulder_pitch_vel,right_shoulder_roll_vel,right_shoulder_yaw_vel,right_elbow_pitch_vel,right_elbow_yaw_vel,right_wrist_pitch_vel,right_wrist_roll_vel,left_hip_pitch_vel,left_hip_roll_vel,left_hip_yaw_vel,left_knee_pitch_vel,left_ankle_pitch_vel,left_ankle_roll_vel,right_hip_pitch_vel,right_hip_roll_vel,right_hip_yaw_vel,right_knee_pitch_vel,right_ankle_pitch_vel,right_ankle_roll_vel
1.02,0.1373083992686026,0.6105090713279333,0.6398979067507062,0.8533143017965626,0.0233513234087263,-0.0248631723011317,0.5202799637768403,0.176919,0.548557,-0.077815,-0.065111,0.168495,-0.713658,0.4132810185491426,0.0094256369171057,-0.0834199988967064,0.1803650752206931,-0.050758095541014,0.6085570437844829,0.1710847088958859,0.011566359575417,0.0,0.0,-0.1077932726307625,-0.0249272722727736,0.5104804614927951,0.1884199762742617,0.0095231326975921,0.0,0.0,0.1833385723350618,-0.136484377289811,0.4841701126518919,0.3336984375736955,0.1714660785010419,0.0800330064844292,0.3441158022294554,-0.0300074885107187,0.089384686278936,0.0100441691632859,0.0498553136606902,-0.1053124901902942,1.240794,-0.10538,-0.375897,0.374215,0.012293,0.250091,0.048885,0.001748,0.0,0.0,-0.799774,-0.195111,1.018087,0.915361,0.071628,0.0,0.0,1.953089,0.759112,-1.122264,-2.85577,-0.075672,-0.694903,1.502248,0.171257,-1.409756,-0.229216,0.190673,-0.48325
1.04,0.1409405691431665,0.6217619288139485,0.6382191473349489,0.8571360664356185,0.023361347968019,-0.0231078120981898,0.5140408933698047,0.197102,0.612429,-0.08896,-0.121391,0.186401,-0.75394,0.4384799513560382,0.0073917578370419,-0.0913285833578731,0.1878123051606185,-0.0505858525713865,0.6136064365442967,0.1721852363944207,0.0116139875843908,0.0,0.0,-0.1243986987441855,-0.0283364465966266,0.5307054231943861,0.2075054051675142,0.0109642302536995,0.0,0.0,0.2221135135598128,-0.1212931277752439,0.4622658757785717,0.2749666365368158,0.1698504075444452,0.0656192935598717,0.3755426165768277,-0.0266024007959706,0.0594836370647915,0.0054278092463393,0.0537280895244597,-0.1148987941528672,1.297226,-0.09214,-0.421837,0.366407,0.011635,0.260773,0.063007,0.003575,0.0,0.0,-0.867186,-0.15188,1.009726,1.020322,0.070727,0.0,0.0,1.903116,0.770698,-1.043218,-2.998515,-0.090365,-0.769728,1.754722,0.207377,-1.782448,-0.221334,0.207884,-0.477287
1.06,0.1451924630546881,0.6350062413275829,0.6363395148399568,0.8612036514017208,0.022838146181098,-0.020771887217872,0.5073216125819618,0.251171,0.792281,-0.102207,-0.225342,0.249653,-0.744348,0.4651700776604692,0.0057400505729708,-0.1002934888626931,0.1950213734626406,-0.0502926849388945,0.6189879756363431,0.1736049841615567,0.0117093603935308,0.0,0.0,-0.1424806963808054,-0.0310024913411365,0.5508695094877344,0.2292328663399691,0.0123522043885054,0.0,0.0,0.2594632197800932,-0.1056564729031268,0.4424413905802914,0.2137578437417924,0.1678514769799725,0.0492439056412498,0.4143046953084254,-0.0217124195173837,0.0180867799291108,0.0011907995586553,0.0581706576814791,-0.1244039806374498,1.379237,-0.051825,-0.469653,0.33958,0.035946,0.28607,0.0751,0.005834,0.0,0.0,-0.927185,-0.102428,1.006451,1.172563,0.063783,0.0,0.0,1.705139,0.774716,-0.841051,-2.900267,-0.116636,-0.891591,2.373713,0.390928,-2.841112,-0.135695,0.263047,-0.465336
1.08,0.1509873993113774,0.6534531602592114,0.6341308709072222,0.8648950788032879,0.0217038976837742,-0.016861350260045,0.5011996990767202,0.313973,1.007381,-0.109376,-0.324771,0.326786,-0.689682,0.4936494294651397,0.0053187750860615,-0.1101147189030549,0.2013955057801156,-0.0491480215808685,0.6250492229819584,0.1751892291470176,0.0118473642732158,0.0,0.0,-0.1614860834261763,-0.0324335707639732,0.570963467812207,0.2544079416414619,0.0135155394843226,0.0,0.0,0.2903190885412495,-0.0903044891620489,0.4286238483175466,0.1589559536212821,0.1651849800273182,0.0299556662640177,0.4704911208453609,-0.0109652675165746,-0.0541608270075512,0.0,0.0642499562654153,-0.1335122223487833,1.397865,0.00745,-0.481561,0.284814,0.077813,0.305343,0.077599,0.007046,0.0,0.0,-0.919071,-0.046362,0.965312,1.268025,0.051465,0.0,0.0,1.326276,0.72999,-0.52941,-2.450101,-0.142081,-0.982966,3.061468,0.664587,-4.176806,-0.02977,0.331538,-0.430591
1.1,0.15775138,0.6753015,0.6319644600000001,0.86836705372783,0.0202633769202372,-0.0121630223518761,0.4953585736041159,0.325734,1.05738,-0.090153,-0.334258,0.346444,-0.530805,0.52108467,0.006038042,-0.11955594,0.20641394,-0.0471801459999999,0.6312017000000001,0.17670895,0.0119911959999999,0.0,0.0,-0.1792435499999999,-0.032856986,0.5894820000000001,0.2799538699999999,0.014410824,0.0,0.0,0.3125142499999999,-0.07645688,0.421265,0.115753785,0.162168224,0.009925263,0.5367634,0.004871076,-0.14898548,0.0,0.071432163,-0.14162761,1.230746,0.048486,-0.41808,0.205817,0.106421,0.281553,0.067888,0.005989,0.0,0.0,-0.78089,-0.012323,0.826222,1.15608,0.038709,0.0,0.0,0.881866,0.616713,-0.245038,-1.797993,-0.142978,-0.9212,3.146338,0.820826,-4.692432,0.229723,0.34902,-0.36091
1.12,0.1640167589338128,0.6957483633180921,0.6305247584464085,0.8703882979498846,0.0192022208465359,-0.0077483130322216,0.4919303295707825,0.274776,0.902646,-0.03893,-0.278388,0.319556,-0.329517,0.5428792757202295,0.0072582174967294,-0.1268379180857043,0.2096281957008904,-0.0448911619471355,0.6363113583516495,0.1779047405086011,0.0120869288850673,0.0,0.0,-0.1927216687149285,-0.032926475031635,0.6040123489433283,0.3006511596917755,0.0150638884056107,0.0,0.0,0.3255937452462431,-0.0656359768118059,0.4188223114088429,0.0870362289082758,0.1594658619415719,-0.006892332426414,0.5963446393452507,0.0218677647465916,-0.2418581218504666,0.0091889132383728,0.0782107612285394,-0.1479486215109802,0.859085,0.066734,-0.276265,0.10445,0.114351,0.208014,0.045814,0.002441,0.0,0.0,-0.506262,-0.002869,0.572247,0.81988,0.025359,0.0,0.0,0.375863,0.423141,0.003581,-0.951151,-0.1156,-0.686527,2.609707,0.81403,-4.211766,0.562638,0.301367,-0.24704
1.14,0.168742400483434,0.711407325490848,0.6304072777657787,0.8717716725997788,0.0185103326913191,-0.0039879177875957,0.4895463358538803,0.197041,0.660894,0.025627,-0.18102,0.257753,-0.147662,0.5554480679037579,0.0087074143715061,-0.1306065380370926,0.2105919478555216,-0.0426060962700803,0.6395222446710642,0.1785415255083723,0.0120888477556816,0.0,0.0,-0.1994940162051898,-0.0329717393312494,0.6123718815144673,0.3127490795264738,0.0154251819499923,0.0,0.0,0.3275487548769215,-0.0595312597314547,0.4214082516003262,0.0777077599827032,0.1575442236704997,-0.0175357982809616,0.6411516969790815,0.0374322626748765,-0.317456125299234,0.0225055130350777,0.0834868300706999,-0.1515092033749762,0.392211,0.075483,-0.098412,-0.009958,0.114135,0.111826,0.01864,-0.002158,0.0,0.0,-0.168583,-0.001478,0.2645,0.380907,0.011871,0.0,0.0,-0.165155,0.194074,0.240892,-0.018488,-0.07603,-0.375121,1.870036,0.7419,-3.301341,0.743799,0.226465,-0.11388
1.16,0.1718984027981818,0.7221841048383267,0.631549829961692,0.8719286359841494,0.0185580732443736,-0.0015366274207103,0.4892787451386449,0.150874,0.521723,0.063965,-0.080135,0.198298,0.011039,0.5585677022616201,0.0102775410150518,-0.1307744169791281,0.2092298871569022,-0.0403257792368311,0.6407843922164447,0.1786503532712867,0.0120006103063745,0.0,0.0,-0.1994649728650962,-0.032985587504754,0.6145923409421067,0.3158874253047278,0.015538730227163,0.0,0.0,0.3189875489320075,-0.0578730214074795,0.4284579790170237,0.0862967086127473,0.1564246660358223,-0.0218971795096036,0.6711460620757388,0.0515437686111277,-0.3739117814854763,0.0389408581723682,0.0872693634739758,-0.1525038217701656,0.029556,0.081626,0.040845,-0.113842,0.124029,0.040408,0.002444,-0.004832,0.0,0.0,0.093277,0.00967,0.038245,0.036201,0.00464,0.0,0.0,-0.567642,0.05132,0.410329,0.58762,-0.049905,-0.154221,1.344478,0.750108,-2.708511,1.019792,0.188636,-0.034153
1.18,0.1747773576895008,0.7322762434019972,0.6329658748752816,0.8717005519065322,0.0190537167573618,0.0002583706031493,0.4896682927535832,0.149386,0.526837,0.069034,-0.026263,0.170874,0.067251,0.556630318034597,0.011972464864738,-0.1289727496342638,0.2060382675496382,-0.0376449170160385,0.6411385796544258,0.1786392655191311,0.0118955719718245,0.0,0.0,-0.1957629419807846,-0.0325849410165101,0.6139016887055727,0.3141971293558341,0.0156107685011656,0.0,0.0,0.3048430889274501,-0.0574784667733785,0.4378214278730217,0.1012125546201893,0.1555480157334056,-0.0237046219040277,0.6949308101995635,0.0674366012578365,-0.4257965601073156,0.0632971842133421,0.0910322608864802,-0.1528753248077872,-0.164306,0.089441,0.118918,-0.193286,0.147502,0.008503,-0.00048,-0.004793,0.0,0.0,0.23848,0.035272,-0.064347,-0.14952,0.004218,0.0,0.0,-0.820092,0.01635,0.505982,0.768364,-0.043666,-0.068758,1.146115,0.867883,-2.648784,1.443789,0.200545,-0.020445
1.2,0.17787386,0.7432576,0.6343112,0.8712792798114204,0.0197732925418292,0.0017252219600245,0.4903860286371712,0.159255,0.568399,0.06729,0.033371,0.131486,0.169531,0.55199546,0.0138551769999999,-0.1260177,0.2014984299999999,-0.034425717,0.6411244999999999,0.17863114,0.011808876,0.0,0.0,-0.1899257899999999,-0.031574693,0.61201847,0.30990663,0.015707454,0.0,0.0,0.28618386,-0.0572190059999999,0.44869724,0.1170312699999999,0.154678039,-0.024647482,0.71699065,0.086259104,-0.4798631400000001,0.09669243,0.0952911809999999,-0.1533216129999999,-0.312047,0.10115,0.178506,-0.266665,0.174596,-0.011979,-0.000869,-0.003635,0.0,0.0,0.352336,0.072198,-0.13522,-0.285905,0.0034,0.0,0.0,-1.109646,0.005535,0.589952,0.780626,-0.041877,-0.020979,1.001569,1.012314,-2.733064,1.927749,0.224737,-0.021703
1.22,0.1811475511171095,0.7550122093220702,0.6356574755484101,0.8700180841202937,0.0209189093339299,0.0022893335268488,0.4925704939274532,0.172568,0.628623,0.064041,0.104057,0.068317,0.341471,0.5441484357941873,0.0160184644101245,-0.121832491320249,0.1953716716824992,-0.0306610712925832,0.6406594021702449,0.1786044945479426,0.011750154189288,0.0,0.0,-0.1816695018800966,-0.0296970332589447,0.608492906416483,0.3027609465777189,0.015746777392064,0.0,0.0,0.2604572359525909,-0.0572570514107942,0.4614194961664414,0.132437585410737,0.1538729490304423,-0.0245437821803434,0.7349935814163137,0.1079291581014065,-0.5351191059583085,0.1404071491625566,0.1000217426351652,-0.1537434551380812,-0.613934,0.117231,0.268517,-0.418926,0.208445,-0.060028,0.003732,-0.001695,0.0,0.0,0.54078,0.142148,-0.328647,-0.533866,-0.006292,0.0,0.0,-1.612695,0.006528,0.707649,0.683304,-0.031945,0.069221,0.377725,1.182181,-2.592925,2.759078,0.263673,-0.028506
1.24,0.1847765775790073,0.7684025237560279,0.6368728545115968,0.8678632556032865,0.0222411846562338,0.0020317024420792,0.4963008880346063,0.192853,0.72199,0.055597,0.191506,-0.030398,0.606495,0.5274380933735638,0.0185444041221336,-0.1152770131308625,0.1847413745142101,-0.026087923097427,0.6387233616285445,0.1787804090254167,0.0117410805456717,0.0,0.0,-0.1682945735546605,-0.0258887798065403,0.5988725792701052,0.2885519954102368,0.0154557712956981,0.0,0.0,0.2216760572528776,-0.0569578874163674,0.477003198027444,0.1443634196297272,0.1534002420409643,-0.0218786609750283,0.7320996495114821,0.1335463377888472,-0.5835801418509304,0.2070555439411154,0.1058380996100483,-0.1544618361264147,-1.125566,0.134723,0.398892,-0.679445,0.250601,-0.146432,0.017554,0.00086,0.0,0.0,0.825294,0.246675,-0.693559,-0.935019,-0.026459,0.0,0.0,-2.314513,0.035381,0.856432,0.467379,-0.012009,0.214012,-0.921931,1.381625,-2.136306,4.06852,0.324732,-0.048335
1.26,0.1888616820567558,0.7838918204393435,0.6378813593477813,0.8638931724754946,0.0239160186334273,0.0001305545510731,0.5031069404793183,0.211075,0.806118,0.047134,0.266386,-0.128131,0.847826,0.4991257932971816,0.021407382585463,-0.1058768066963278,0.1681938908629739,-0.0206370406006387,0.6348021198386472,0.1793066506081452,0.0117845402973117,0.0,0.0,-0.1486577250823717,-0.0198300175284138,0.5807505399242753,0.2653601903951476,0.0146883985161511,0.0,0.0,0.1678767194345518,-0.0558418175849188,0.4956767565317808,0.1511327327487145,0.1533926062285424,-0.0159832961084026,0.6981163367242043,0.1631941461259787,-0.6205713552458528,0.3031479478985867,0.1130110279207928,-0.1556768602543837,-1.598653,0.145596,0.512506,-0.919016,0.283577,-0.228158,0.033224,0.002716,0.0,0.0,1.074414,0.328258,-1.051769,-1.295338,-0.04673,0.0,0.0,-2.90191,0.073374,0.971783,0.237876,0.007323,0.34418,-2.290604,1.522039,-1.62664,5.288825,0.376827,-0.068714
1.28,0.1932195860145199,0.800647228553861,0.6387582061389623,0.8591942846827872,0.0255519682737485,-0.0024570116043129,0.5110051283301833,0.19798,0.764607,0.037564,0.291179,-0.176041,0.944825,0.4634919780605217,0.0243682622835378,-0.0947767902961554,0.1479807407087546,-0.0147448527315486,0.6295970355079118,0.1801093530197409,0.0118497363782186,0.0,0.0,-0.1253180305521693,-0.0127584655374971,0.5568018288926018,0.2367384657032223,0.0135865671926445,0.0,0.0,0.1055996410343891,-0.0540229413847765,0.5158745344213161,0.1538784529850851,0.153693156099297,-0.0081114567801056,0.6404754958842112,0.1944279101014537,-0.6486457265509997,0.4186085601675858,0.1209111967051124,-0.1572104101688676,-1.699146,0.129549,0.515311,-0.956183,0.2639,-0.253049,0.041319,0.003086,0.0,0.0,1.087203,0.319669,-1.164828,-1.356061,-0.054461,0.0,0.0,-2.877776,0.094975,0.915269,0.051031,0.018221,0.379519,-2.772948,1.397212,-1.085654,5.202956,0.363035,-0.073409
1.3,0.19678089,0.8144761000000001,0.6393839,0.8540733617624681,0.0271666943741451,-0.005387526074198,0.5194147071534827,0.133483,0.522955,0.021159,0.221777,-0.167088,0.775492,0.43115997,0.026589332,-0.08526435,0.12994659,-0.01008104,0.62468016,0.18095943,0.0119079849999999,0.0,0.0,-0.1051695999999999,-0.007043276,0.5341574000000001,0.21111774,0.012509945,0.0,0.0,0.0527656815006554,-0.052042827,0.5322875,0.15317399,0.154121441,-0.000802542,0.5871984,0.21908262,-0.66399753,0.5112662000000001,0.127532436,-0.158613233,-1.322055,0.070142,0.368774,-0.724683,0.163805,-0.208637,0.040587,0.001947,0.0,0.0,0.782337,0.188121,-0.97038,-1.032274,-0.046551,0.0,0.0,-2.030621,0.09517,0.600537,-0.134166,0.021947,0.302321,-2.032631,0.864533,-0.283667,3.129289,0.251007,-0.056571
1.32,0.1985589058072885,0.8215654179490646,0.6396045601889773,0.8510301158537356,0.0276890155752227,-0.0071938379407476,0.5243370185502211,0.083279,0.337247,0.006999,0.150097,-0.157363,0.669692,0.4106097978755159,0.0271739464529836,-0.0800258487545057,0.1189934043971012,-0.0081926544891705,0.6212515588261044,0.1817328501224708,0.0119276248150345,0.0,0.0,-0.0940245352508601,-0.0052336207834942,0.5179866476798314,0.1954474927715436,0.0117245210995919,0.0,0.0,0.0243747842692603,-0.0502161298916713,0.5398960247707497,0.148511817673488,0.1545710558340465,0.0039813888055372,0.5591702480244384,0.2290092420686681,-0.6599924065325391,0.5437801364668527,0.1309514857320854,-0.159473258538219,-1.102891,-0.002571,0.276388,-0.552593,0.075079,-0.190429,0.052809,-0.001383,0.0,0.0,0.552676,-0.024268,-0.970412,-0.791723,-0.047045,0.0,0.0,-1.40816,0.1263,0.294578,-0.400355,0.027625,0.256417,-2.173998,0.280423,0.681422,1.632717,0.134744,-0.038209
1.34,0.2001120449135918,0.8279659625395077,0.6396638717535741,0.8469332298968192,0.0281671776291996,-0.0092690094995019,0.5308717356046043,0.101997,0.419254,0.003516,0.168144,-0.203198,0.957199,0.3870443479762658,0.0264865000157164,-0.0742088412145279,0.1078428669157129,-0.0070778782229021,0.6170629818873643,0.1830718052287166,0.0118526500626269,0.0,0.0,-0.0830625794324009,-0.008013987248047,0.4953409054317388,0.179448819209858,0.0106281606494402,0.0,0.0,-0.0035607279399353,-0.0469908161161729,0.5440706172318903,0.1371597965057614,0.1552264364517916,0.0094541247976348,0.5002384945015093,0.2302995589205926,-0.636740641213093,0.5765748831678983,0.1329222114578232,-0.1601415925471267,-1.538074,-0.05723,0.396785,-0.705577,0.075856,-0.271627,0.092215,-0.006862,0.0,0.0,0.714161,-0.255694,-1.53274,-1.011807,-0.073742,0.0,0.0,-1.831014,0.223633,0.233002,-0.779796,0.041562,0.352991,-4.278322,-0.014783,1.618764,2.337163,0.101207,-0.037249
1.36,0.2026387764931812,0.8383355855961329,0.6397451964628439,0.8407022544796406,0.0285560748750484,-0.0118814161254237,0.5406136345408196,0.140941,0.579909,0.003117,0.183795,-0.250784,1.268513,0.3490868524189933,0.0248847419021797,-0.0641544321070782,0.0907703096679784,-0.0051584291856209,0.6103864883601918,0.1854214652349351,0.0116531456114595,0.0,0.0,-0.0654580770252823,-0.0154613919038404,0.4566770551742418,0.1549752013503775,0.0087748365335571,0.0,0.0,-0.0488657882917679,-0.0412707960802381,0.5492161169754645,0.1173199766067133,0.1562335326049373,0.0181010294822844,0.3880373740504008,0.2284179272105269,-0.5952418529003743,0.6372666665392362,0.1349997800174278,-0.1609632329459485,-2.162882,-0.104534,0.576108,-0.957299,0.104057,-0.3817,0.137732,-0.012493,0.0,0.0,0.989768,-0.478971,-2.243558,-1.374748,-0.107313,0.0,0.0,-2.506686,0.336745,0.252219,-1.181267,0.057865,0.490887,-5.519674,-0.197569,2.509945,2.316548,0.099955,-0.044519
1.38,0.2057496662015308,0.8511623355336799,0.6397885566923524,0.8330268024847569,0.0288465133165131,-0.0147481073883112,0.5522831867257637,0.147288,0.608493,0.000965,0.189231,-0.276312,1.44798,0.3005290666546744,0.0223051232392919,-0.0511645079459299,0.0695509053064021,-0.0029155850502962,0.6017949836203386,0.1885810772328341,0.0113529464494365,0.0,0.0,-0.0434718652392351,-0.0271728230495973,0.4055985958971374,0.1244589111631755,0.00633564500049,0.0,0.0,-0.1038281680057304,-0.0335210255373229,0.5541593825663762,0.0899091140300384,0.1575410222413165,0.029089598411426,0.279451542585417,0.2223968059003766,-0.5363428430339574,0.6692367894042834,0.1369203977630696,-0.161922344569321,-2.345417,-0.132212,0.633212,-1.009478,0.099624,-0.416082,0.16013,-0.015764,0.0,0.0,1.05457,-0.60482,-2.521275,-1.438366,-0.120755,0.0,0.0,-2.531551,0.387651,0.195957,-1.416143,0.064196,0.532337,-4.726131,-0.411022,3.036925,0.727178,0.060441,-0.03483
1.4,0.20853028,0.8626753000000001,0.6397837999999999,0.8245027926367404,0.0290833037402702,-0.0177394668415769,0.5648314949557469,0.111568,0.461949,-0.000961,0.131503,-0.226181,1.312985,0.2552701799999996,0.0195962789999999,-0.0388259549999998,0.0503911749999998,-0.0011734679999999,0.5937431999999999,0.19182667,0.0110225819999999,0.0,0.0,-0.0232752729999998,-0.0396542060000001,0.3558260499999995,0.0974405799999997,0.0039446329999999,0.0,0.0,-0.1501278424513862,-0.0257647409999999,0.5570544,0.0606742516018981,0.158801363,0.0393945,0.1989921499999992,0.2119770599999998,-0.4737648699999993,0.6663537999999999,0.137417434,-0.162356447,-1.851236,-0.111905,0.520666,-0.762487,0.060116,-0.329487,0.147643,-0.015346,0.0,0.0,0.829351,-0.541795,-2.126531,-1.034672,-0.103219,0.0,0.0,-1.707106,0.338086,0.063427,-1.335353,0.05289,0.427009,-3.434601,-0.619617,2.845944,-0.369372,-0.041559,0.009626
1.42,0.2102123683589372,0.8696403115096694,0.6397501190786005,0.8180834208127082,0.0289273666332452,-0.0192006448950559,0.5740505720636965,0.076992,0.318387,-0.003538,0.071017,-0.171597,1.156477,0.2264796092882412,0.0178289036393356,-0.0303378701469603,0.0390514426345537,-0.0005109341419461,0.5886155117269095,0.1944868101647287,0.0107391088004012,0.0,0.0,-0.0102978396415091,-0.0488446262005479,0.3205373576826303,0.0830720147858866,0.0022068934920509,0.0,0.0,-0.1721124230615349,-0.0199975987796723,0.5566964655539567,0.0364949906331566,0.1596566085410584,0.0461699453668068,0.1420674871299337,0.197612106786587,-0.4225050931826042,0.6544618927080904,0.1352580217789351,-0.1615372980491388,-1.337875,-0.0769,0.40615,-0.515825,0.026493,-0.23909,0.137136,-0.013115,0.0,0.0,0.60797,-0.415544,-1.705552,-0.61085,-0.084713,0.0,0.0,-0.906765,0.283039,-0.052789,-1.093614,0.040655,0.320166,-2.74145,-0.816089,2.607779,-0.714379,-0.147771,0.058184
1.44,0.2116099570652857,0.8754107658373707,0.6396422652411838,0.8111109306813533,0.028718989344621,-0.0206931774657169,0.5838202379042927,0.080986,0.333173,-0.006733,0.06806,-0.184019,1.271371,0.2017551983584442,0.0165202779039211,-0.0225799726840762,0.0297581916341562,-0.0001137538624546,0.5841795903401809,0.1973120920047437,0.0104979623907133,0.0,0.0,0.0010435112537394,-0.056275965575701,0.2876039650249262,0.0730065700972825,0.00055612943571,0.0,0.0,-0.1863984590803949,-0.0144431768668816,0.5549428548688523,0.0169297061889588,0.1604275677019524,0.0522011552596803,0.0893341510659561,0.1793335030404547,-0.369453712366939,0.6377786596774018,0.1315066005439899,-0.1600290809337719,-1.398915,-0.055071,0.42314,-0.55006,0.012773,-0.252746,0.174705,-0.009842,0.0,0.0,0.652141,-0.347442,-1.856407,-0.557683,-0.093521,0.0,0.0,-0.873213,0.303059,-0.061554,-0.845577,0.0448,0.3497,-2.817845,-1.021867,2.968263,-1.06818,-0.229725,0.127726
1.46,0.2134517955232409,0.8829672319817115,0.6394808174467391,0.803107103110561,0.0284083749568819,-0.0222498847618434,0.594741025820278,0.10311,0.420173,-0.005929,0.047221,-0.199044,1.416097,0.1705230271765098,0.0156260573378427,-0.0134122863356913,0.0170490316252711,0.0,0.5785056901407459,0.2014750073063797,0.0103454141460596,0.0,0.0,0.015787802134239,-0.0627423106868134,0.2462810692592357,0.0607646885758314,-0.0015339270898469,0.0,0.0,-0.2070409487427856,-0.0078752434269746,0.5542342991311524,0.0026718921921132,0.1614486059873658,0.0601579411360883,0.0293537034652904,0.1567374136279548,-0.3037745807594708,0.6117346826941354,0.1260690300939712,-0.1564282710079891,-1.678043,-0.005249,0.452028,-0.734942,-0.022437,-0.307801,0.272347,-0.001683,0.0,0.0,0.822869,-0.239916,-2.253712,-0.593143,-0.116041,0.0,0.0,-1.140433,0.329077,0.0415,-0.423243,0.059636,0.454446,-3.040187,-1.262849,3.525691,-1.76582,-0.380277,0.349391
1.48,0.2157343601172063,0.8922176984587504,0.6394050975027795,0.7941357375552174,0.0277394774082163,-0.0236469349770713,0.6066463337043588,0.128615,0.518568,-0.000527,0.018919,-0.209271,1.518277,0.1346334853496517,0.0163103047676443,-0.004498863424231,0.0003605153259906,-0.0010112457498505,0.5718675389643985,0.2082059759924057,0.0104306481748609,0.0,0.0,0.0339582752186342,-0.0658725993198759,0.1974554679114164,0.0492808321206064,-0.0040855178248069,0.0,0.0,-0.2320157902426278,-0.0012800799762066,0.5566028411872022,0.0,0.1628130220149886,0.0703790051755246,-0.0322733443191027,0.1288195507322364,-0.2284260685395354,0.5671458424366684,0.1162955085062547,-0.1460534489553559,-1.955864,0.081611,0.443945,-0.963228,-0.107932,-0.364925,0.419105,0.011806,0.0,0.0,1.021314,-0.056745,-2.699163,-0.55602,-0.143153,0.0,0.0,-1.416059,0.33496,0.209352,-0.066797,0.079521,0.584875,-3.188161,-1.581947,4.117759,-2.816222,-0.626947,0.72843
1.5,0.2185964099999999,0.90370995,0.63945975,0.7845681953535428,0.0268875448407635,-0.0249606448521752,0.6189561963343486,0.157175,0.629803,0.005441,-0.014615,-0.217388,1.596563,0.0922884639999999,0.018890498,0.004345527,-0.021480083,-0.00431726,0.5639087,0.2182391899999999,0.01081766,0.0,0.0,0.0566403499999999,-0.0650121,0.1383145299999999,0.0385238899999999,-0.0072600389999999,0.0,0.0,-0.2636833211497598,0.005523142,0.56260836,2.1684043449710093e-19,0.1646294549999999,0.0835529329999999,-0.09817275,0.0934595299999999,-0.13906422,0.4990857999999999,0.1009911399999999,-0.127291053,-2.287702,0.164161,0.452609,-1.212355,-0.20865,-0.431805,0.57039,0.025351,0.0,0.0,1.24183,0.114949,-3.207418,-0.549275,-0.173246,0.0,0.0,-1.781916,0.351506,0.374588,0.008825,0.100971,0.726545,-3.448301,-1.926087,4.80784,-3.875826,-0.873481,1.101973
1.52,0.2220213432766755,0.9174098187773864,0.6396227465712107,0.7742597262007154,0.0256157066599226,-0.0260182219428052,0.6318138682261107,0.156586,0.624657,0.010294,-0.052552,-0.197527,1.47152,0.0431254175957418,0.0228767388110787,0.0136054800453142,-0.0481336819216123,-0.0093572282201883,0.5545953392300144,0.2310215625638111,0.0114446784067957,0.0,0.0,0.0836314738018358,-0.0612746423689777,0.0691587483943277,0.0273098515706889,-0.0110153539366983,0.0,0.0,-0.3032924301522008,0.0127801725193453,0.5715863449055875,0.0003530020478065,0.1668518428554153,0.0994408239848016,-0.1702053820150811,0.0517760713780003,-0.0361124675235617,0.4121128046426544,0.0813562555375776,-0.1019745244546237,-2.19555,0.203461,0.375972,-1.230084,-0.234067,-0.416316,0.599398,0.029416,0.0,0.0,1.230355,0.183407,-3.094709,-0.474259,-0.169587,0.0,0.0,-1.732844,0.299779,0.478923,-0.0,0.102656,0.730203,-3.107604,-1.827388,4.464363,-4.07056,-0.931465,1.258837
